age,job,marital,education,default,housing,loan,is_telephone_contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
53,admin.,single,basic.6y,no,yes,yes,yes,may,mon,148,2,999,0,nonexistent,no
42,technician,single,,no,no,no,yes,may,mon,230,2,999,0,nonexistent,no
40,services,married,basic.6y,,no,no,yes,may,mon,199,3,999,0,nonexistent,no
54,technician,married,professional.course,no,yes,yes,yes,may,mon,196,2,999,0,nonexistent,no
40,housemaid,single,professional.course,no,no,no,yes,may,mon,111,4,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,no,yes,may,mon,231,3,999,0,nonexistent,no
33,admin.,married,high.school,no,no,no,yes,may,mon,316,3,999,0,nonexistent,no
35,blue-collar,married,basic.9y,,no,no,yes,may,mon,240,2,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,yes,may,mon,669,3,999,0,nonexistent,no
29,services,single,high.school,no,yes,no,yes,may,mon,425,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,yes,may,mon,121,2,999,0,nonexistent,no
35,management,married,high.school,no,yes,no,yes,may,mon,174,5,999,0,nonexistent,no
50,self-employed,single,university.degree,no,no,yes,yes,may,mon,88,5,999,0,nonexistent,no
46,services,married,high.school,,yes,no,yes,may,mon,313,3,999,0,nonexistent,no
49,entrepreneur,married,high.school,no,yes,no,yes,may,mon,135,4,999,0,nonexistent,no
42,technician,single,professional.course,,yes,no,yes,may,mon,152,2,999,0,nonexistent,no
36,blue-collar,single,high.school,no,yes,yes,yes,may,mon,402,3,999,0,nonexistent,no
55,blue-collar,married,basic.9y,,yes,no,yes,may,mon,221,2,999,0,nonexistent,no
41,management,married,university.degree,,no,no,yes,may,mon,213,2,999,0,nonexistent,no
57,management,married,professional.course,,yes,no,yes,may,mon,144,3,999,0,nonexistent,no
32,services,single,high.school,no,yes,no,yes,may,mon,158,3,999,0,nonexistent,no
49,admin.,married,basic.9y,no,no,no,yes,may,mon,220,3,999,0,nonexistent,no
57,,married,,,yes,no,yes,may,mon,325,2,999,0,nonexistent,no
58,blue-collar,divorced,basic.4y,no,yes,no,yes,may,mon,254,2,999,0,nonexistent,no
52,technician,married,high.school,no,yes,no,yes,may,mon,503,2,999,0,nonexistent,no
50,services,divorced,professional.course,no,no,no,yes,may,mon,680,2,999,0,nonexistent,no
41,blue-collar,single,basic.9y,,yes,no,yes,may,mon,421,4,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,no,yes,may,mon,130,3,999,0,nonexistent,no
57,blue-collar,married,basic.4y,no,no,no,yes,may,mon,164,2,999,0,nonexistent,no
48,blue-collar,married,basic.6y,,no,no,yes,may,mon,174,3,999,0,nonexistent,no
55,technician,married,professional.course,no,no,no,yes,may,mon,113,2,999,0,nonexistent,no
38,management,married,university.degree,no,no,no,yes,may,mon,195,2,999,0,nonexistent,no
38,services,married,high.school,no,yes,no,yes,may,mon,347,3,999,0,nonexistent,no
53,admin.,married,university.degree,no,yes,no,yes,may,mon,208,2,999,0,nonexistent,no
43,unemployed,single,university.degree,no,no,no,yes,may,mon,404,4,999,0,nonexistent,no
36,blue-collar,single,high.school,no,no,no,yes,may,mon,396,2,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,yes,may,mon,98,2,999,0,nonexistent,no
33,services,married,basic.4y,no,no,no,yes,may,mon,229,3,999,0,nonexistent,no
58,entrepreneur,married,basic.4y,no,yes,no,yes,may,mon,350,2,999,0,nonexistent,no
40,unemployed,divorced,high.school,,no,no,yes,may,tue,88,3,999,0,nonexistent,no
57,management,married,university.degree,no,yes,no,yes,may,tue,379,2,999,0,nonexistent,no
45,technician,married,high.school,no,yes,no,yes,may,tue,168,3,999,0,nonexistent,no
42,blue-collar,married,basic.4y,,yes,no,yes,may,tue,190,3,999,0,nonexistent,no
46,admin.,married,university.degree,no,yes,no,yes,may,tue,158,1,999,0,nonexistent,no
36,technician,married,university.degree,no,no,no,yes,may,tue,210,1,999,0,nonexistent,no
41,self-employed,married,high.school,no,yes,no,yes,may,tue,102,1,999,0,nonexistent,no
57,admin.,divorced,basic.9y,no,no,no,yes,may,tue,306,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,,yes,no,yes,may,tue,64,1,999,0,nonexistent,no
56,management,divorced,high.school,no,no,no,yes,may,tue,218,1,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,no,yes,may,tue,77,1,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,yes,yes,may,tue,54,1,999,0,nonexistent,no
46,admin.,single,high.school,no,yes,no,yes,may,tue,344,1,999,0,nonexistent,no
22,blue-collar,single,basic.9y,no,yes,no,yes,may,tue,195,1,999,0,nonexistent,no
43,services,married,high.school,no,no,no,yes,may,tue,202,1,999,0,nonexistent,no
49,blue-collar,married,,no,no,no,yes,may,tue,286,1,999,0,nonexistent,no
41,technician,married,basic.6y,no,yes,no,yes,may,tue,278,1,999,0,nonexistent,no
38,admin.,single,university.degree,no,no,no,yes,may,tue,189,1,999,0,nonexistent,no
33,admin.,married,basic.9y,no,no,no,yes,may,tue,83,1,999,0,nonexistent,no
49,admin.,married,university.degree,no,yes,yes,yes,may,tue,18,1,999,0,nonexistent,no
30,blue-collar,single,,no,no,no,yes,may,tue,184,2,999,0,nonexistent,no
33,admin.,married,basic.9y,no,yes,no,yes,may,tue,235,1,999,0,nonexistent,no
34,management,single,university.degree,no,no,no,yes,may,tue,290,1,999,0,nonexistent,no
30,student,single,,,no,no,yes,may,tue,133,1,999,0,nonexistent,no
59,management,married,basic.4y,,yes,yes,yes,may,tue,318,1,999,0,nonexistent,no
59,management,married,basic.4y,,,,yes,may,tue,437,1,999,0,nonexistent,no
41,self-employed,married,university.degree,no,no,no,yes,may,tue,402,1,999,0,nonexistent,no
48,housemaid,married,basic.6y,,yes,yes,yes,may,tue,501,4,999,0,nonexistent,no
28,,single,,,yes,yes,yes,may,tue,1201,1,999,0,nonexistent,yes
44,services,married,high.school,no,yes,no,yes,may,tue,1030,1,999,0,nonexistent,yes
59,retired,,university.degree,,no,no,yes,may,tue,253,1,999,0,nonexistent,no
50,management,married,high.school,,no,no,yes,may,tue,149,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,yes,may,tue,144,1,999,0,nonexistent,no
42,admin.,married,high.school,no,no,no,yes,may,tue,69,1,999,0,nonexistent,no
45,admin.,married,basic.9y,no,no,no,yes,may,tue,243,1,999,0,nonexistent,no
36,technician,married,professional.course,no,no,no,yes,may,tue,769,2,999,0,nonexistent,no
56,services,married,high.school,,no,no,yes,may,tue,135,3,999,0,nonexistent,no
29,blue-collar,divorced,basic.4y,no,no,no,yes,may,tue,231,1,999,0,nonexistent,no
41,self-employed,married,university.degree,no,yes,yes,yes,may,tue,442,2,999,0,nonexistent,no
42,blue-collar,married,basic.9y,,no,no,yes,may,tue,199,1,999,0,nonexistent,no
52,services,single,high.school,no,no,no,yes,may,tue,455,1,999,0,nonexistent,no
48,services,married,high.school,,,,yes,may,tue,152,1,999,0,nonexistent,no
31,blue-collar,married,high.school,,yes,no,yes,may,tue,124,1,999,0,nonexistent,no
43,unemployed,married,university.degree,,yes,no,yes,may,tue,424,1,999,0,nonexistent,no
36,blue-collar,married,basic.4y,,no,no,yes,may,tue,43,1,999,0,nonexistent,no
42,entrepreneur,married,university.degree,no,yes,no,yes,may,tue,154,1,999,0,nonexistent,no
52,services,divorced,basic.6y,no,no,no,yes,may,tue,393,1,999,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,yes,may,tue,203,2,999,0,nonexistent,no
36,services,married,high.school,no,no,yes,yes,may,tue,140,2,999,0,nonexistent,no
42,blue-collar,married,basic.9y,,yes,no,yes,may,tue,326,1,999,0,nonexistent,no
41,admin.,married,high.school,no,no,no,yes,may,tue,483,1,999,0,nonexistent,no
55,technician,married,basic.4y,no,no,yes,yes,may,tue,259,1,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,no,no,yes,may,tue,227,1,999,0,nonexistent,no
57,retired,,basic.4y,no,no,no,yes,may,tue,673,1,999,0,nonexistent,no
45,entrepreneur,married,basic.4y,,yes,no,yes,may,tue,576,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,,yes,yes,yes,may,tue,180,2,999,0,nonexistent,no
39,self-employed,single,basic.9y,,yes,yes,yes,may,tue,90,1,999,0,nonexistent,no
47,admin.,married,high.school,,no,no,yes,may,tue,505,1,999,0,nonexistent,no
27,services,married,high.school,no,yes,no,yes,may,tue,245,1,999,0,nonexistent,no
34,technician,single,university.degree,no,yes,no,yes,may,tue,186,1,999,0,nonexistent,no
57,blue-collar,married,basic.4y,,yes,no,yes,may,tue,208,1,999,0,nonexistent,no
43,entrepreneur,married,basic.4y,no,no,no,yes,may,tue,623,1,999,0,nonexistent,no
49,blue-collar,married,basic.4y,,no,no,yes,may,tue,180,1,999,0,nonexistent,no
39,management,married,university.degree,,no,no,yes,may,tue,496,3,999,0,nonexistent,no
38,blue-collar,married,basic.4y,,yes,no,yes,may,tue,118,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,no,no,no,yes,may,tue,102,2,999,0,nonexistent,no
58,management,married,basic.6y,no,no,no,yes,may,tue,342,1,999,0,nonexistent,no
43,technician,married,professional.course,no,yes,no,yes,may,tue,225,1,999,0,nonexistent,no
50,,married,,,yes,no,yes,may,tue,185,3,999,0,nonexistent,no
31,services,married,high.school,,no,no,yes,may,tue,276,1,999,0,nonexistent,no
43,self-employed,divorced,university.degree,no,no,no,yes,may,tue,87,1,999,0,nonexistent,no
43,self-employed,married,basic.9y,,no,no,yes,may,tue,744,1,999,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,yes,may,tue,262,1,999,0,nonexistent,no
27,services,single,professional.course,no,yes,yes,yes,may,tue,271,1,999,0,nonexistent,no
51,services,married,,,no,no,yes,may,tue,141,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,yes,may,tue,198,2,999,0,nonexistent,no
46,housemaid,married,basic.9y,no,yes,no,yes,may,tue,150,1,999,0,nonexistent,no
35,blue-collar,married,professional.course,no,no,no,yes,may,tue,241,1,999,0,nonexistent,no
47,admin.,divorced,university.degree,no,no,no,yes,may,tue,196,1,999,0,nonexistent,no
46,management,married,,no,yes,no,yes,may,tue,149,1,999,0,nonexistent,no
40,technician,married,professional.course,,no,yes,yes,may,tue,264,1,999,0,nonexistent,no
26,housemaid,married,university.degree,no,no,no,yes,may,tue,246,1,999,0,nonexistent,no
32,blue-collar,divorced,basic.9y,,no,no,yes,may,tue,309,2,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,yes,may,tue,140,1,999,0,nonexistent,no
34,admin.,married,basic.9y,no,no,no,yes,may,tue,175,1,999,0,nonexistent,no
47,blue-collar,married,,,no,no,yes,may,tue,136,1,999,0,nonexistent,no
42,technician,married,professional.course,no,no,no,yes,may,tue,1623,1,999,0,nonexistent,yes
57,technician,married,basic.4y,,no,yes,yes,may,tue,50,1,999,0,nonexistent,no
57,technician,married,basic.4y,,no,no,yes,may,tue,101,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,yes,yes,may,tue,144,1,999,0,nonexistent,no
57,technician,married,basic.4y,,no,no,yes,may,tue,238,1,999,0,nonexistent,no
28,student,single,basic.9y,,yes,no,yes,may,tue,354,1,999,0,nonexistent,no
60,management,married,university.degree,no,no,no,yes,may,tue,451,2,999,0,nonexistent,no
48,admin.,married,university.degree,no,yes,no,yes,may,tue,159,1,999,0,nonexistent,no
47,technician,married,professional.course,no,yes,no,yes,may,tue,170,1,999,0,nonexistent,no
40,admin.,married,high.school,no,no,no,yes,may,tue,243,1,999,0,nonexistent,no
51,management,married,professional.course,,yes,no,yes,may,tue,141,2,999,0,nonexistent,no
48,unemployed,single,basic.4y,no,yes,no,yes,may,tue,112,1,999,0,nonexistent,no
54,housemaid,married,basic.4y,no,no,no,yes,may,tue,262,2,999,0,nonexistent,no
40,blue-collar,married,basic.6y,no,no,yes,yes,may,tue,53,1,999,0,nonexistent,no
44,admin.,single,basic.9y,,no,no,yes,may,tue,134,1,999,0,nonexistent,no
42,technician,divorced,high.school,no,no,no,yes,may,tue,204,4,999,0,nonexistent,no
52,self-employed,married,university.degree,no,yes,no,yes,may,tue,678,1,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,yes,no,yes,may,tue,182,1,999,0,nonexistent,no
32,services,married,high.school,no,no,no,yes,may,tue,162,1,999,0,nonexistent,no
44,admin.,married,high.school,no,yes,yes,yes,may,tue,177,1,999,0,nonexistent,no
39,management,married,basic.6y,,no,no,yes,may,tue,27,1,999,0,nonexistent,no
57,management,married,professional.course,,yes,no,yes,may,tue,699,3,999,0,nonexistent,no
52,admin.,married,basic.4y,no,yes,no,yes,may,tue,358,1,999,0,nonexistent,no
42,management,married,university.degree,no,no,no,yes,may,tue,1677,1,999,0,nonexistent,yes
42,technician,single,professional.course,,,,yes,may,tue,529,1,999,0,nonexistent,no
43,management,married,professional.course,no,yes,no,yes,may,tue,310,1,999,0,nonexistent,no
31,admin.,divorced,high.school,no,no,no,yes,may,tue,47,1,999,0,nonexistent,no
29,admin.,married,university.degree,,yes,no,yes,may,tue,379,1,999,0,nonexistent,no
57,blue-collar,divorced,basic.4y,no,no,no,yes,may,tue,30,2,999,0,nonexistent,no
44,blue-collar,married,basic.9y,,no,no,yes,may,tue,472,1,999,0,nonexistent,no
59,,married,,,no,no,yes,may,tue,113,1,999,0,nonexistent,no
39,blue-collar,married,basic.4y,,no,no,yes,may,tue,114,1,999,0,nonexistent,no
57,retired,married,university.degree,no,no,no,yes,may,tue,116,1,999,0,nonexistent,no
41,management,married,,,no,no,yes,may,tue,448,1,999,0,nonexistent,no
37,technician,single,high.school,,no,yes,yes,may,tue,264,1,999,0,nonexistent,no
38,services,married,high.school,no,yes,no,yes,may,tue,169,1,999,0,nonexistent,no
42,retired,married,basic.4y,no,no,no,yes,may,tue,145,1,999,0,nonexistent,no
49,,married,,,yes,no,yes,may,tue,288,1,999,0,nonexistent,no
54,management,married,basic.6y,,yes,yes,yes,may,tue,381,1,999,0,nonexistent,no
36,admin.,married,university.degree,no,,,yes,may,tue,176,2,999,0,nonexistent,no
32,admin.,single,university.degree,,no,no,yes,may,tue,215,1,999,0,nonexistent,no
35,technician,married,professional.course,no,yes,no,yes,may,tue,278,1,999,0,nonexistent,no
45,housemaid,married,professional.course,,no,no,yes,may,tue,188,2,999,0,nonexistent,no
56,technician,married,,no,yes,no,yes,may,tue,174,2,999,0,nonexistent,no
34,technician,married,university.degree,no,yes,no,yes,may,tue,226,2,999,0,nonexistent,no
41,unemployed,married,basic.9y,,no,no,yes,may,tue,111,2,999,0,nonexistent,no
41,services,married,basic.9y,no,no,no,yes,may,tue,157,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,,no,no,yes,may,tue,46,1,999,0,nonexistent,no
32,admin.,single,university.degree,,,,yes,may,tue,49,1,999,0,nonexistent,no
31,services,married,high.school,,,,yes,may,tue,374,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,yes,may,tue,349,1,999,0,nonexistent,no
35,admin.,divorced,university.degree,,yes,no,yes,may,tue,325,1,999,0,nonexistent,no
53,admin.,married,professional.course,no,yes,no,yes,may,tue,233,2,999,0,nonexistent,no
51,admin.,married,basic.6y,,yes,no,yes,may,tue,531,1,999,0,nonexistent,no
56,entrepreneur,married,university.degree,,no,no,yes,may,tue,153,1,999,0,nonexistent,no
33,admin.,married,basic.9y,no,,,yes,may,tue,80,1,999,0,nonexistent,no
33,admin.,married,basic.9y,no,no,no,yes,may,tue,198,1,999,0,nonexistent,no
51,services,divorced,high.school,,yes,no,yes,may,tue,568,1,999,0,nonexistent,no
39,services,married,high.school,,yes,no,yes,may,tue,918,1,999,0,nonexistent,yes
45,entrepreneur,married,university.degree,no,no,no,yes,may,tue,82,1,999,0,nonexistent,no
40,technician,single,university.degree,no,no,no,yes,may,tue,198,3,999,0,nonexistent,no
60,,single,,,yes,no,yes,may,tue,211,1,999,0,nonexistent,no
33,technician,married,university.degree,no,yes,no,yes,may,tue,120,1,999,0,nonexistent,no
47,blue-collar,married,high.school,,yes,no,yes,may,tue,269,1,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,yes,may,tue,128,1,999,0,nonexistent,no
43,entrepreneur,married,high.school,no,no,no,yes,may,tue,166,2,999,0,nonexistent,no
37,management,married,university.degree,no,yes,no,yes,may,tue,211,1,999,0,nonexistent,no
50,services,married,basic.9y,no,yes,yes,yes,may,tue,369,1,999,0,nonexistent,no
59,entrepreneur,married,high.school,no,yes,no,yes,may,tue,91,1,999,0,nonexistent,no
32,technician,married,,,yes,no,yes,may,tue,267,2,999,0,nonexistent,no
42,housemaid,single,basic.4y,,yes,no,yes,may,tue,198,1,999,0,nonexistent,no
52,blue-collar,married,basic.4y,no,no,no,yes,may,tue,371,2,999,0,nonexistent,no
42,blue-collar,married,,,no,no,yes,may,tue,288,2,999,0,nonexistent,no
42,admin.,married,,no,no,no,yes,may,tue,221,1,999,0,nonexistent,no
40,management,married,basic.9y,,,,yes,may,tue,427,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,yes,may,tue,310,1,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,yes,no,yes,may,tue,158,1,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,yes,may,tue,198,1,999,0,nonexistent,no
38,admin.,married,high.school,no,no,no,yes,may,tue,145,1,999,0,nonexistent,no
47,admin.,single,,,yes,no,yes,may,tue,247,1,999,0,nonexistent,no
30,services,single,high.school,no,no,no,yes,may,tue,102,1,999,0,nonexistent,no
38,admin.,divorced,high.school,no,yes,yes,yes,may,tue,179,2,999,0,nonexistent,no
39,technician,divorced,university.degree,no,no,no,yes,may,tue,73,1,999,0,nonexistent,no
44,admin.,married,high.school,no,no,no,yes,may,tue,263,2,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,yes,may,tue,342,2,999,0,nonexistent,no
41,services,married,high.school,,yes,yes,yes,may,tue,41,1,999,0,nonexistent,no
41,blue-collar,married,basic.6y,no,no,no,yes,may,tue,13,1,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,yes,may,tue,79,2,999,0,nonexistent,no
41,technician,married,high.school,no,no,no,yes,may,tue,358,1,999,0,nonexistent,no
36,services,married,high.school,,no,no,yes,may,tue,162,1,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,yes,yes,may,tue,150,1,999,0,nonexistent,no
33,blue-collar,single,basic.4y,,no,no,yes,may,tue,26,1,999,0,nonexistent,no
38,admin.,single,basic.6y,,no,no,yes,may,tue,250,1,999,0,nonexistent,no
33,self-employed,married,university.degree,no,no,no,yes,may,tue,792,1,999,0,nonexistent,no
55,self-employed,married,,,no,no,yes,may,tue,146,1,999,0,nonexistent,no
36,blue-collar,single,basic.9y,,no,no,yes,may,tue,440,1,999,0,nonexistent,no
57,technician,married,professional.course,,no,yes,yes,may,tue,289,1,999,0,nonexistent,no
32,entrepreneur,single,university.degree,no,yes,no,yes,may,tue,242,2,999,0,nonexistent,no
30,self-employed,single,high.school,no,yes,no,yes,may,tue,123,1,999,0,nonexistent,no
43,admin.,married,professional.course,no,yes,yes,yes,may,tue,161,2,999,0,nonexistent,no
46,admin.,married,university.degree,no,no,no,yes,may,tue,268,2,999,0,nonexistent,no
35,admin.,divorced,high.school,no,no,yes,yes,may,tue,259,2,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,yes,yes,may,tue,26,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,,,,yes,may,tue,153,1,999,0,nonexistent,no
39,admin.,single,university.degree,no,no,no,yes,may,tue,424,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,,no,no,yes,may,tue,375,1,999,0,nonexistent,no
42,entrepreneur,married,basic.6y,no,no,no,yes,may,tue,179,2,999,0,nonexistent,no
