ServiceType,TypedStrings,AcceptString
flight,"['', 'ت']",تبریز
bus,['تهرا'],تهران
bus,"['نهب', 'نهبندان', '', 'بی', 'بیرج', 'بیرجن', 'بیرجند']",بیرجند
ship,"['ك', 'كي', 'كيش', 'كي', 'ك', '', 'ب', 'بو']",بندر بوشهر
bus,['زنجان'],زنجان
train,"['ق', 'قم']",قم
ship,"['د', 'دو', 'دوح', 'دوحه', 'دوح', 'دو', 'دوب', 'دو', 'د', '', 'د', 'دو', 'د']",دبی
bus,['تهران'],تهران
bus,['لار'],لار
flight,[''],تهران
flight,[''],کرمانشاه
flight,"['', '']",تهران
flight,[''],اهواز
taxi,['تهران'],تهران
train,[''],مشهد
flight,[''],مشهد
flight,[''],کرمانشاه
hotel,[''],اصفهان
hotel,[''],کیش
hotel,[''],اصفهان
hotel,['کرمانشاه'],کرمانشاه
flight,[''],کرمانشاه
flight,[''],مشهد
ship,[''],بندر لنگه
hotel,['مشهد'],مشهد
flight,"['', 'ب', 'بن', 'بند', 'بندر', '', '', 'ب', 'بن', 'بند', 'بندر']",بندرعباس
bus,['مشهد'],مشهد
flight,"['', '', '', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
train,"['r', 'rc', 'r', '', 'ق', 'قز', 'قزو']",قزوین
flight,"['', 'ا', '', 'ت', 'ته']",تهران
flight,"['', 'ب', 'بو']",بوشهر
train,[''],تهران
bus,[''],تهران
ship,"['د', 'دب', 'دبی']",دبی
flight,"['', '', '', 'ك', 'كي', 'كيس', 'كي']",کیش
bus,['اهواز - همه پایانه\u200cها'],اهواز
bus,"['بوش', 'بوشه', 'بوشهر']",بوشهر
ship,"['ک', 'کی', 'کیش', 'کی', 'ک', '', 'ق', 'قش', 'قشم', 'قش', 'ق', '', 'ب', 'بو', 'بوش']",بندر بوشهر
ship,[''],بندرعباس
bus,"['', 'ابادات', '', '', 'آبادا']",آبادان
bus,['تهران'],تهران
flight,[''],اهواز
flight,"['', '']",تهران
flight,[''],مشهد
bus,['اصفهان'],اصفهان
train,[''],یزد
train,"['', 'مرو', 'مرود', 'مرودش']",مرودشت
train,"['', '', '']",تهران
flight,[''],خرم‌آباد
flight,"['', '']",خرم‌آباد
bus,"['h', 'hr', 'h', '', 'ا', 'اق', 'اقل', 'اقلی']",اقلید
bus,"['ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
train,[''],مشهد
train,"['', 'ذ', '', 'ر', 'رش', 'رشت']",رشت
train,[''],تهران
train,[''],تهران
bus,[''],قم
train,"['', '']",اصفهان
train,"['', '', '']",مشهد
bus,['مشهد'],مشهد
bus,"['ارو', 'اروم', 'ارومی', 'ارومیه', '', 'ارو']",ارومیه
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
bus,['تهران'],تهران
bus,[''],تهران
flight,[''],شیراز
train,[''],بندرعباس
bus,"['', '', '', 'شه']",شهرضا
train,[''],تهران
taxi,['تهران'],تهران
hotel,['ارومیه'],ارومیه
bus,[''],اصفهان
flight,"['م', 'مس', 'مسق', 'مسقط']",مسقط
flight,"['ق', 'قش', 'قشم']",قشم
bus,"['', 'ل', 'لا', 'لاه', 'لاهی']",لاهیجان
bus,['مشهد'],مشهد
bus,"['', 'ق', 'قز', 'قزو', 'قزوی']",قزوین
flight,['مهرآباد'],مهرآباد
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
bus,[''],اصفهان
train,[''],یزد
train,"['', '']",تهران
train,"['', '']",یزد
train,[''],مشهد
flight,[''],تهران
bus,['یزد'],یزد
flight,"['', '', '', '', 'ا', 'اص', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
train,[''],مشهد
flight,[''],استانبول
flight,"['', '', '', 'ن', 'نج', 'نجف', '']",نجف
bus,"['', 'ف', '', 'ث', '', 'ق', 'قم']",قم
train,[''],تهران
bus,['تهران'],تهران
train,[''],تهران
train,"['', 'ک', 'کر']",کرمان
bus,"['ز', 'زا', 'زاه', 'زاهد', 'زاهدا', 'زاهدان']",زاهدان
bus,"['ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
flight,[''],مشهد
bus,['ایرانشهر'],ایرانشهر
bus,['مشهد'],مشهد
bus,['تهران'],تهران
train,"['', 'ر', 'رف', 'ر', '', 'ز', 'زر']",زرند
bus,['اردبیل'],اردبیل
bus,['کرمان'],کرمان
bus,[''],مشهد
bus,['تهران'],تهران
bus,"['', 'مش']",مشهد
train,[''],تهران
train,[''],تهران
bus,"['', '']",مشهد
train,"['', 'کرمان']",کرمان
train,"['', '', '']",بندرعباس
bus,"['', 'ایران', 'ایرانش']",ایرانشهر
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
ship,"['ک', 'کی', 'کیش', 'ب', 'بن', 'بند']",بندرعباس
flight,[''],شیراز
bus,"['', 'کرمان']",کرمان
bus,"['', '']",رودسر
taxi,['اصفهان'],اصفهان
flight,[''],تهران
bus,['تهران'],تهران
hotel,['قم'],قم
bus,"['', 'ل', 'لنگ']",لنگرود
bus,['تهران'],تهران
bus,['تهران'],تهران
hotel,['اهواز'],اهواز
bus,['اهواز'],اهواز
train,[''],رشت
train,[''],مشهد
train,[''],تهران
taxi,['ک'],کرج
taxi,"['ک', 'کا', 'کاش']",کاشان
flight,[''],تهران
train,"['', 'ک', 'کر']",کرج
flight,[''],کیش
bus,['کاشان'],کاشان
hotel,['کاشان'],کاشان
hotel,['قم'],قم
train,"['', 'ک', 'کر', 'کرج']",کرج
train,"['', 'اه', 'اهو', 'اهوا']",اهواز
bus,['مشهد'],مشهد
ship,"['', 'د', 'دب', 'دبی']",دبی
bus,[''],مشهد
bus,"['', '', '']",گرگان
ship,"['', 'ش', 'شا', 'شار', 'شارج', 'شارجه']",شارجه
hotel,['بندرعباس'],بندرعباس
bus,['بندرعباس'],بندرعباس
bus,"['س', 'سی', 'سیر', 'سیرج', 'سیرجا', 'سیرجان', '']",تهران
bus,[''],ساری
flight,"['چ', 'چا']",چابهار
bus,['تهران'],تهران
bus,"['', 'ا']",اصفهان
bus,"['', 'خ', 'خو']",خوانسار
bus,['تهران'],تهران
hotel,['بوشهر'],بوشهر
bus,['کرج'],کرج
hotel,['کرج'],کرج
flight,['زا'],زاهدان
taxi,['تهران'],تهران
bus,['تهران'],تهران
flight,[''],کرمان
flight,[''],مشهد
flight,"['', 'ز', '', '']",تهران
bus,"['', 'س', 'سا', 'سار', 'ساری']",ساری
bus,['همدان'],همدان
hotel,['همدان'],همدان
flight,[''],تهران
bus,"['یاس', '']",اهواز
ship,[''],بندر بوشهر
ship,[''],شارجه
bus,[''],سیرجان
train,[''],تهران
bus,['کرمانشاه'],کرمانشاه
hotel,['کرمانشاه'],کرمانشاه
train,[''],همدان
ship,[''],بندرعباس
bus,[''],تهران
ship,[''],دبی
flight,"['د', '', 'ر', 'رش', 'رشت']",رشت
bus,"['ز', 'زابل']",زابل
train,"['ت', 'ته']",تهران
train,[''],تهران
ship,"['', '', '']",شارجه
train,"['', 'ا', 'اه']",اهواز
bus,['نو'],نور
bus,"['', 'ب', 'بر', 'برو', 'بروج', 'برو', 'بر', 'ب', '', 'خ', 'خم', 'خمی', 'خمین', 'خمی', 'خم', 'خ', '']",الیگودرز
hotel,['محمودآباد'],محمودآباد
bus,['تهران'],تهران
bus,['مشهد'],مشهد
train,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران', 'تهرا', 'تهر', 'ته', 'ت', '', 'پ', 'پل']",پل سفید
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
flight,['مهرآباد'],مهرآباد
train,[''],مشهد
train,[''],تهران
train,"['', 'ش', 'شی']",شیراز
bus,[''],تهران
bus,['مشهد'],مشهد
bus,"['', 'گ', 'گر', 'گرگ']",گرگان
bus,['دزفول'],دزفول
hotel,['اندیمشک'],اندیمشک
train,[''],مشهد
bus,['آمل'],آمل
hotel,['سوادکوه'],سوادکوه
train,[''],تهران
train,[''],تهران
hotel,['بروجرد'],بروجرد
train,"['', 'ا', 'اه', 'اهو', 'اهوا', 'اهواز']",اهواز
train,"['', 'اراک']",اراک
train,"['', 'همدان']",همدان
bus,"['زا', 'زابل', 'زابل ', '', 'ته', 'تهر', 'تهرا', 'تهران', 'تهرا', '', 'ز', 'زابل', '', 'ز', 'زابل', '', '', 'زا', 'زاب', 'زابل', '']",اصفهان
bus,"['ت', 'ته', 'تهر', 'تهرا', 'تهرات', 'تهرا', 'تهران']",تهران
train,"['', 'ا', 'اه']",اهواز
taxi,['تهران'],تهران
hotel,['تهران'],تهران
train,"['', 'د', 'دو', 'دور']",دورود
bus,"['', '', '', 'ز']",زابل
bus,['تهران'],تهران
taxi,['تهران'],تهران
train,"['', 'س']",ساوه
train,"['', 'ز', 'زی', 'زیر', 'زیرا', 'زیراب', 'زیرا', 'زیر', 'زی', 'ز', '', 'ش', 'شی']",شیرگاه
bus,"['', 'ا', 'اه']",اهواز - همه پایانه‌ها
train,[''],همدان
train,[''],یزد
flight,[''],اهواز
train,"['', 'س', 'سا', 'ساو', 'ساوه']",ساوه
flight,"['', 'دو', 'دوس', 'دوسل']",دوسلدورف
taxi,['تهران'],تهران
train,[''],همدان
bus,['ز'],زنجان
bus,"['م', 'ما', 'م', '', 'گ']",گرگان
hotel,['سوادکوه'],سوادکوه
train,"['', 'ف', 'فی']",فیروزکوه
flight,"['', 'ی', 'یز', 'یزد']",یزد
train,[''],اصفهان
hotel,['گرگان'],گرگان
bus,"['ک', 'کر', 'کرج']",کرج
flight,[''],تهران
flight,"['', 'دو', 'دوس', 'دوسل', '']",استانبول
flight,[''],یزد
taxi,"['ت', 'تب', 'تبر', 'تبری', 'تبریز', '', 'ت', 'تب', 'تبر', 'تبری', 'تبریز', '']",تهران
flight,"['', '', '', 'دو', 'دوس', 'دوسل']",دوسلدورف
taxi,['کرج'],کرج
flight,"['', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
hotel,['سوادکوه'],سوادکوه
bus,['مشهد'],مشهد
flight,[''],اهواز
flight,[''],تهران
flight,"['ت', 'تب', 'تبر']",تبریز
flight,[''],یزد
flight,[''],یزد
flight,[''],تهران
flight,[''],مشهد
flight,[''],تهران
flight,"['', 'چ', 'چا']",چابهار
bus,['شیراز'],شیراز
train,[''],تهران
train,[''],اصفهان
train,"['', 'ا', 'ار', 'ارا', 'اراک']",اراک
train,"['', 'ک', 'کر']",کرج
bus,"['ب', 'با', 'باب', 'بابل']",بابل
train,[''],تهران
train,"['', 'ق', 'قم']",قم
bus,['یزد'],یزد
train,[''],تهران
ship,"['ه', 'هر', 'ه', '']",دبی
train,"['', '', 'ه', 'هم', 'همد', 'همدا', 'همدان']",همدان
ship,[''],بندرخرمشهر
train,"['', 'س', 'سا']",ساوه
train,"['', 'ت', 'ته']",تهران
taxi,['تهران'],تهران
bus,['تهران'],تهران
flight,"['ب', 'بن', 'بند']",بندرعباس
train,[''],تهران
train,[''],مشهد
train,[''],مشهد
flight,"['ی', 'یز', 'یزد']",یزد
flight,"['ب', 'بن', 'بند']",بندرعباس
bus,"['ف', 'فا', 'فار', 'فارو', 'فاروج', '', 'م', 'مش', 'مشه', 'مشهد']",مشهد
train,"['', 'ک', 'کر', 'کرج']",کرج
bus,"['', '']",مشهد
bus,['یزد'],یزد
train,"['', 'کر', 'کرج']",کرج
train,[''],تهران
hotel,['بابلسر'],بابلسر
taxi,['بابل'],بابل
bus,[''],بابل
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
bus,[''],تهران
bus,['یزد'],یزد
ship,"['چ', 'چا', 'چار', '']",بندر لنگه
hotel,['ساری'],ساری
bus,['ساری'],ساری
train,[''],مشهد
train,[''],تهران
bus,['تهران'],تهران
flight,[''],اصفهان
flight,"['گ', 'گر', 'گرگ']",گرگان
flight,"['ب', 'به', 'ب', 'بن']",بندرعباس
taxi,['تهران'],تهران
bus,"['', '', '', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
bus,"['', 'ی']",یاسوج
train,"['گ', 'گر', 'گرگ', 'گرگا']",گرگان
bus,[''],کرمان
flight,[''],تهران
bus,[''],زاهدان
bus,"['ش', 'شب', 'شبس']",شبستر
bus,"['اص', '']",عسلویه
bus,[''],اصفهان
bus,['گرگان'],گرگان
flight,[''],تبریز
bus,[''],اصفهان
flight,[''],کرمان
bus,[''],تهران
taxi,['گرگان'],گرگان
taxi,"['', 'گ', 'گر', 'گرگ', 'گرگا']",گرگان
taxi,[''],گرگان
bus,['تهران'],تهران
bus,"['', 'گ', 'گن', 'گنب']",گنبد کاووس
bus,['بندرلنگه'],بندر لنگه
bus,"['', 'س', 'سه', 'سهر', 'سهري', 'سهريا', 'سهريار', 'سهريا', 'سهري', 'سهر', 'سه', 'س', '', 'ش', 'شه']",شهریار
bus,['تهران'],تهران
bus,"['خ', 'خر', 'خرم']",خرم آباد
bus,['شبس'],شبستر
ship,[''],بندرعباس
bus,"['', 'ش', 'شه', 'شهر', 'شهري', 'شهريا', 'شهريار']",شهریار
bus,"['کر', '', 'م', 'مشه']",مشهد
bus,['اص'],اصفهان
bus,['تهران'],تهران
bus,[''],تهران
bus,"['', 'ف', 'فولا', 'فولاد', 'فولادش', 'فولادشه', 'فولادشهر']",فولادشهر
taxi,[''],تهران
train,[''],اصفهان
train,[''],مشهد
bus,"['م', 'مل', 'ملا']",ملایر
flight,[''],شیراز
flight,[''],مشهد
bus,"['', 'م', 'مش', 'مشه']",مشهد
bus,"['', '', '', 'کرما', 'کرمان']",کرمان
train,[''],کرمان
bus,"['', 'ایرا', 'ایرانش']",ایرانشهر
train,[''],مشهد
flight,['بندر'],بندرعباس
train,[''],تهران
bus,"['', 'ه', 'هم', 'همد']",همدان
train,"['ش', 'شا', 'شاه']",شاهرود
train,"['', 'ق', 'قم']",قم
flight,"['', 'j', 'ji', 'jiv', 'jivh', 'jivhk']",تهران
bus,['تهران'],تهران
bus,[''],اصفهان
bus,"['', 'ک', '', 'ک', 'کر', 'کرم']",کرمانشاه
flight,[''],شهید مدنی
bus,[''],اندیمشک
train,"['ا', 'اص', 'اصف']",اصفهان
flight,"['', 'l', 'la', 'lai', 'lain']",مشهد
bus,"['', 'ک', 'کر', 'کرج']",کرج
hotel,['اندیمشک'],اندیمشک
bus,"['ک', 'کر', 'کرم', '', '', 'ک', 'کر', 'کرم', 'کر', 'ک', '', '', 'ک', 'کر', 'کرم', 'کرما']",کرمانشاه
train,"['', '']",رشت
bus,[''],اهواز
bus,['مشهد'],مشهد
bus,"['', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
bus,[''],بندرعباس
bus,"['آ', 'آب', 'آبل', 'آب']",آبادان
flight,[''],اصفهان
flight,"['ع', 'عس', 'عسل']",عسلویه
flight,"['', '', '']",تهران
hotel,['بندرعباس'],بندرعباس
flight,[''],تهران
hotel,['اهواز'],اهواز
hotel,['کرمانشاه'],کرمانشاه
taxi,['کرمانشاه'],کرمانشاه
flight,"['م', 'مش', 'مشه', 'مشهد']",مشهد
bus,"['ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
flight,[''],تهران
flight,"['م', 'مس', 'مسق', 'مسقط']",مسقط
hotel,['کرمان'],کرمان
train,[''],کرمان
train,[''],بندرعباس
train,"['ک', 'کر', 'کرج']",کرج
train,"['ک', 'کر', 'کرم']",کرمانشاه
train,"['', 'س', 'سم', 'سمن', 'سمنا', 'سمنان']",سمنان
flight,"['ب', 'بند', 'بندر']",بندرعباس
train,[''],تهران
bus,[''],تهران
bus,[''],خلخال
train,[''],مشهد
train,[''],اصفهان
bus,"['ب', 'با', 'باب', 'بابل']",بابل
flight,[''],تهران
flight,[''],ایلام
bus,['تهران'],تهران
train,[''],تهران
train,[''],قم
flight,[''],مشهد
hotel,['زاهدان'],زاهدان
bus,[''],اصفهان
taxi,['کرمانشاه'],کرمانشاه
hotel,['کرمانشاه'],کرمانشاه
bus,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران', '', '']",تهران
flight,"['', 'م', 'مش']",مشهد
flight,"['', 'ش', 'شی']",شیراز
flight,"['مهرآباد', '', 'ک', 'کر', 'کرج']",کرج
train,"['', 'رشت', '', '', 'ر', 'رش']",رشت
flight,"['ب', 'بو', 'بوش', 'بوشه', 'بوشهر']",بوشهر
taxi,['تهران'],تهران
bus,['یزد'],یزد
bus,['تهران'],تهران
taxi,['تهران'],تهران
bus,['تهران'],تهران
flight,[''],تهران
bus,['مشهد'],مشهد
flight,"['', '']",اهواز
flight,[''],مشهد
flight,[''],آبادان
flight,"['', 'بند', 'بندر']",بندرعباس
flight,[''],تهران
train,[''],تهران
train,[''],مشهد
flight,"['', '', '']",گرگان
flight,[''],چابهار
flight,[''],زاهدان
hotel,['فسا'],فسا
flight,[''],مشهد
flight,[''],مشهد
bus,"['', 'شی', 'شیرا']",شیراز
flight,[''],تهران
bus,"['', 'شی']",شیراز
bus,['بندر'],بندرعباس
train,[''],اصفهان
train,[''],اصفهان
bus,['زنجان'],زنجان
train,"['', '', '']",مشهد
flight,"['', '']",بندرعباس
flight,"['م', 'من', 'منا', 'منام', 'منامه', 'منام', 'منا', 'من', 'م', '', 'ب', 'بح', 'بحر', 'بحری', 'بحرین', 'بحریند', 'بحرین']",محرق
bus,[''],خرم آباد
bus,['زاهدان'],زاهدان
hotel,['زاهدان'],زاهدان
flight,[''],بندرعباس
flight,[''],شیراز
bus,"['', '']",کرج
flight,[''],اهواز
flight,[''],تهران
flight,[''],اصفهان
flight,[''],بندرعباس
bus,[''],تهران
flight,"['', '', '']",مشهد
train,"['', '']",تهران
bus,[''],بوکان
bus,[''],خرم آباد
bus,['شاهرود'],شاهرود
taxi,['گرگان'],گرگان
hotel,['شاهرود'],شاهرود
bus,[''],تهران
train,"['ا', 'ار', 'ارو', 'اروم']",ارومیه
bus,[''],تهران
bus,['مشهد'],مشهد
train,"['', 'س', 'سب', 'سبز', 'سبزو', 'سبزوا', 'سبزوار']",سبزوار
hotel,['اهواز'],اهواز
bus,"['', 'رش']",رشت
bus,['م'],مهران
bus,[''],کرج
bus,[''],همدان
bus,['تهران'],تهران
flight,"['گ', 'گر', 'گرگ', 'گرگا', 'گرگان']",گرگان
hotel,[''],مشهد
bus,"['گ', 'گر', 'گرگ', 'گرگا', 'گرگان']",گرگان
flight,[''],تهران
flight,"['', 'ب', 'بو']",بوشهر
taxi,['اصفهان'],اصفهان
bus,"['گ', 'گر', 'گرگ', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
taxi,['رشت'],رشت
train,[''],تهران
train,[''],کرمان
hotel,['ایلام'],ایلام
bus,['مشهد'],مشهد
bus,['شیراز'],شیراز
bus,['مشهد'],مشهد
ship,[''],دبی
bus,"['', '', '']",تهران
train,"['ز', 'زن']",زنجان
train,"['ق', 'قز']",قزوین
bus,"['', 'گ']",گلپایگان
bus,[''],اراک
flight,[''],تهران
flight,"['', 'ا', 'اص']",اصفهان
ship,[''],بندرعباس
train,"['ت', 'ته']",تهران
flight,"['', 'زابل']",زابل
bus,"['', 'کرج']",کرج
taxi,['اصفهان'],اصفهان
bus,"['ت', 'تف']",تفرش
flight,['ک'],کرمانشاه
taxi,['اصفهان'],اصفهان
bus,"['س', 'سن', 'سنن']",سنندج
train,"['', '', '', '']",مشهد
ship,"['قشم', '']",بندر لافت
bus,"['ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
train,"['', 'شاهزپد', 'شاهرود ', 'شاهرود']",شاهرود
bus,"['', '']",تهران
bus,"['ه', 'هم']",همدان
bus,"['', '', '']",سلماس
train,['مشهد'],مشهد
hotel,"['ش', 'شی']",شیراز
flight,"['ب', 'بر', 'برل', 'برلی', 'برلین']",برلین
bus,['تهران'],تهران
flight,"['ت', 'تب']",تبریز
bus,"['آ', 'آب', 'آبا', 'آباد']",آبادان
flight,[''],رشت
bus,['یزد'],یزد
bus,['اهواز - همه پایانه\u200cها'],اهواز
flight,"['', 'ب', 'بی', 'بیر', 'بیرج', 'بیرجن', 'بیرجند']",بیرجند
