author,published,site_url,type,label
Activist Post,2016-10-31T16:47:16.022+02:00,activistpost.com,conspiracy,Fake
-NO AUTHOR-,2016-10-26T23:10:54.436+03:00,wnd.com,bias,Real
No Author,2016-10-27T21:14:42.461+03:00,awdnews.com,conspiracy,Fake
Activist Post,2016-11-08T17:45:20.893+02:00,activistpost.com,conspiracy,Fake
No Author,2016-10-27T15:12:29.046+03:00,awdnews.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-01T21:55:49.836+02:00,davidduke.com,hate,Real
Kim Petersen,2016-11-16T02:00:00.000+02:00,ahtribune.com,bs,Fake
Paul Joseph Watson,2016-10-28T18:38:15.851+03:00,infowars.com,conspiracy,Fake
Kenan Lott,2016-10-26T22:46:37.434+03:00,westernjournalism.com,bias,Real
No Author,2016-11-04T17:30:53.347+02:00,dailywire.com,bias,Real
No Author,2016-11-05T01:09:27.343+02:00,clickhole.com,satire,Fake
Kantzveldt,2016-10-27T17:58:29.874+03:00,abovetopsecret.com,bs,Fake
Anonymous,2016-10-29T22:36:00.000+03:00,abeldanger.net,bs,Fake
No Author,2016-11-16T22:46:54.372+02:00,clickhole.com,satire,Fake
Letsbereal,2016-10-26T16:47:00.000+03:00,prisonplanet.com,conspiracy,Fake
Katie,2016-10-29T00:45:58.112+03:00,fromthetrenchesworldreport.com,bs,Fake
EdJenner,2016-11-21T03:35:20.047+02:00,100percentfedup.com,bias,Real
Activist Post,2016-11-02T00:50:26.092+02:00,activistpost.com,conspiracy,Fake
Vicki Batts,2016-10-28T09:33:57.464+03:00,naturalnews.com,junksci,Fake
No Author,2016-10-26T22:42:27.394+03:00,prisonplanet.com,conspiracy,Fake
Dml Daily,2016-11-02T15:03:51.525+02:00,dennismichaellynch.com,bs,Fake
Joel Ross Taylor,2016-10-26T22:46:37.443+03:00,westernjournalism.com,bias,Real
No Author,2016-11-11T03:38:45.147+02:00,clickhole.com,satire,Fake
No Author,2016-10-27T04:27:30.165+03:00,prisonplanet.com,conspiracy,Fake
admin,2016-10-27T18:48:14.405+03:00,prisonplanet.com,conspiracy,Fake
Jing Jin,2016-10-27T01:10:18.534+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-11T15:35:00.000+02:00,21stcenturywire.com,conspiracy,Fake
No Author,2016-11-03T07:53:06.545+02:00,dailywire.com,bias,Real
Aaron Clarey,2016-11-13T19:09:28.982+02:00,returnofkings.com,hate,Real
Kelen M,2016-10-29T00:54:59.615+03:00,infowars.com,conspiracy,Fake
K,2016-11-17T06:01:00.000+02:00,theeconomiccollapseblog.com,bs,Fake
Rmuse,2016-10-31T16:14:26.321+02:00,politicususa.com,bias,Real
Dr. Patrick Slattery,2016-11-24T12:45:38.117+02:00,davidduke.com,bs,Fake
Corbett,2016-11-24T22:02:00.000+02:00,corbettreport.com,bs,Fake
iamc2,2016-10-27T13:49:00.000+03:00,prisonplanet.com,conspiracy,Fake
admin,2016-10-26T19:12:00.000+03:00,prisonplanet.com,conspiracy,Fake
Activist Post,2016-10-28T18:20:46.917+03:00,activistpost.com,conspiracy,Fake
JENO,2016-10-28T15:53:08.164+03:00,fromthetrenchesworldreport.com,bs,Fake
No Author,2016-10-27T18:40:00.000+03:00,awdnews.com,conspiracy,Fake
Ari Lieberman,2016-11-04T11:06:00.000+02:00,frontpagemag.com,hate,Real
How To Kill Zombie Arguments,2016-11-07T01:26:44.648+02:00,returnofkings.com,hate,Real
No Author,2016-10-27T11:36:50.906+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-23T01:52:55.837+02:00,adobochronicles.com,fake,Fake
Nana Papa Mattos,2016-10-26T22:46:19.539+03:00,westernjournalism.com,bias,Real
ActivistPost,2016-11-03T18:15:58.346+02:00,activistpost.com,conspiracy,Fake
No Author,2016-11-05T01:09:26.411+02:00,clickhole.com,satire,Fake
Steve Lewis,2016-10-26T22:46:37.306+03:00,westernjournalism.com,bias,Real
No Author,2016-10-27T19:02:00.000+03:00,awdnews.com,conspiracy,Fake
-NO AUTHOR-,2016-10-27T01:22:34.484+03:00,wnd.com,bias,Real
Dr. Patrick Slattery,2016-10-27T19:24:28.633+03:00,davidduke.com,hate,Real
No Author,2016-11-10T18:58:23.909+02:00,clickhole.com,satire,Fake
No Author,2016-10-29T19:05:02.999+03:00,awdnews.com,conspiracy,Fake
No Author,2016-11-04T15:33:00.000+02:00,21stcenturywire.com,conspiracy,Fake
No Author,2016-11-09T01:21:03.736+02:00,clickhole.com,satire,Fake
Tim Brown,2016-10-30T12:57:36.155+02:00,dcclothesline.com,bs,Fake
marlene,2016-10-27T10:25:56.830+03:00,dcclothesline.com,bs,Fake
Russia Today (Rusia),2016-10-27T03:00:00.000+03:00,washingtonsblog.com,bias,Real
Humberto Fontova,2016-11-03T11:05:00.000+02:00,frontpagemag.com,hate,Real
Amy Bell,2016-10-26T22:46:36.509+03:00,westernjournalism.com,bias,Real
Corbett,2016-11-10T11:24:45.622+02:00,corbettreport.com,bs,Fake
David Howard,2016-11-01T19:53:00.000+02:00,abeldanger.net,bs,Fake
Quintus Curtius,2016-10-31T22:01:00.138+02:00,returnofkings.com,hate,Real
No Author,2016-10-26T23:56:00.000+03:00,awdnews.com,conspiracy,Fake
Bob Mackenzie,2016-11-06T18:14:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-17T04:56:00.000+02:00,addictinginfo.org,bias,Real
No Author,2016-10-28T20:13:00.000+03:00,clickhole.com,satire,Fake
Dave Sterling,2016-10-26T22:46:29.574+03:00,westernjournalism.com,bias,Real
August Moliere,2016-11-04T22:00:58.806+02:00,returnofkings.com,hate,Real
Anonymous,2016-10-26T22:19:00.000+03:00,abeldanger.net,bs,Fake
Jason Easley,2016-11-02T00:13:44.944+02:00,politicususa.com,bias,Real
Daniel Greenfield,2016-11-01T23:23:15.791+02:00,frontpagemag.com,hate,Real
pac522,2016-10-26T16:44:00.000+03:00,prisonplanet.com,conspiracy,Fake
Anonymous,2016-10-28T20:00:00.000+03:00,abeldanger.net,bs,Fake
Joseph Olson,2016-11-01T18:35:00.000+02:00,abeldanger.net,bs,Fake
-NO AUTHOR-,2016-10-27T00:04:50.285+03:00,wnd.com,bias,Real
admin,2016-10-27T17:45:04.203+03:00,prisonplanet.com,conspiracy,Fake
David Stockman,2016-10-27T01:47:39.312+03:00,davidstockmanscontracorner.com,bs,Fake
Ike Mclean,2016-11-25T16:13:00.000+02:00,dennismichaellynch.com,bs,Fake
Activist Post,2016-10-29T17:55:48.250+03:00,activistpost.com,conspiracy,Fake
Paul Craig Roberts,2016-10-30T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-07T21:09:51.368+02:00,clickhole.com,satire,Fake
Matthew Everett,2016-10-26T22:46:58.887+03:00,westernjournalism.com,bs,Fake
Terry,2016-10-31T03:41:45.100+02:00,dcclothesline.com,bs,Fake
Don Anthony Dillon,2016-10-26T22:46:18.180+03:00,westernjournalism.com,bias,Real
Lisa Reed,2016-10-26T22:46:15.945+03:00,westernjournalism.com,bias,Real
Activist Post,2016-10-27T04:44:47.443+03:00,activistpost.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-16T11:07:07.314+02:00,davidduke.com,hate,Real
Activist Post,2016-11-09T18:20:20.110+02:00,activistpost.com,conspiracy,Fake
Corbett,2016-11-03T17:50:59.009+02:00,corbettreport.com,bs,Fake
Henry Wolff,2016-10-27T06:13:00.000+03:00,amren.com,bs,Fake
Roosh Valizadeh,2016-11-20T19:13:28.138+02:00,returnofkings.com,hate,Real
No Author,2016-11-22T15:33:48.144+02:00,legorafi.fr,satire,Fake
No Author,2016-11-14T21:18:43.082+02:00,clickhole.com,satire,Fake
Madeline,2016-10-26T22:09:20.070+03:00,globalresearch.ca,conspiracy,Fake
Jason Easley,2016-10-29T21:05:46.158+03:00,politicususa.com,bias,Real
-NO AUTHOR-,2016-10-27T00:39:36.040+03:00,wnd.com,bias,Real
David Rives,2016-10-27T00:39:35.652+03:00,wnd.com,bias,Real
KD7ONE,2016-10-26T16:48:00.000+03:00,prisonplanet.com,conspiracy,Fake
Dr. Patrick Slattery,2016-10-26T21:25:10.258+03:00,davidduke.com,hate,Real
J. D. Heyes,2016-10-30T13:00:00.000+02:00,naturalnews.com,junksci,Fake
Times Live,2016-10-26T21:37:22.495+03:00,infowars.com,conspiracy,Fake
"Ethan A. Huff, staff writer",2016-10-27T11:36:27.861+03:00,naturalnews.com,junksci,Fake
Henry Wolff,2016-10-27T06:13:00.000+03:00,amren.com,bs,Fake
Ronnie Allen,2016-10-26T22:46:18.649+03:00,westernjournalism.com,bias,Real
Activist Post,2016-11-07T23:50:53.204+02:00,activistpost.com,conspiracy,Fake
BarbaraMcK42,2016-11-04T06:21:00.000+02:00,ahtribune.com,bs,Fake
Jerome R. Corsi,2016-10-27T03:04:37.085+03:00,wnd.com,bias,Real
No Author,2016-11-14T01:54:00.054+02:00,addictinginfo.org,bias,Real
Mitch Jalandoni,2016-11-19T10:09:00.000+02:00,adobochronicles.com,fake,Fake
admin,2016-10-27T13:58:44.202+03:00,prisonplanet.com,conspiracy,Fake
Fed Up,2016-11-09T17:28:00.000+02:00,100percentfedup.com,bias,Real
Daniel Greenfield,2016-10-31T14:57:59.537+02:00,frontpagemag.com,hate,Real
No Author,2016-10-27T10:31:37.893+03:00,departed.co,bs,Fake
EdJenner,2016-11-23T17:26:28.545+02:00,dailywire.com,bias,Real
EdJenner,2016-11-20T06:44:12.111+02:00,100percentfedup.com,bias,Real
Sarah Jones,2016-10-28T22:03:40.113+03:00,politicususa.com,bias,Real
Daniel Greenfield,2016-10-29T04:05:00.000+03:00,frontpagemag.com,hate,Real
No Author,2016-11-23T13:56:03.343+02:00,legorafi.fr,satire,Fake
Henry Wolff,2016-11-08T05:20:41.889+02:00,amren.com,bs,Fake
Jim,2016-10-28T18:23:48.783+03:00,fromthetrenchesworldreport.com,bs,Fake
admin,2016-10-27T14:39:20.023+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-21T15:31:26.310+02:00,legorafi.fr,satire,Fake
Jon Anthony,2016-11-21T19:03:19.410+02:00,returnofkings.com,hate,Real
No Author,2016-11-18T11:40:54.247+02:00,legorafi.fr,satire,Fake
Mike Rivero,2016-11-21T03:44:07.262+02:00,whydontyoutrythis.com,bias,Real
Henry Wolff,2016-11-08T05:20:36.825+02:00,amren.com,bs,Fake
Anonymous,2016-10-26T23:12:00.000+03:00,abeldanger.net,bs,Fake
FaceSpace,2016-11-02T05:03:59.787+02:00,thefreethoughtproject.com,bs,Fake
Samantha Clove,2016-10-31T21:47:58.147+02:00,naturalnews.com,junksci,Fake
David G. Brown,2016-11-09T14:01:27.204+02:00,returnofkings.com,hate,Real
About Daniel Greenfield,2016-11-04T12:48:59.541+02:00,frontpagemag.com,hate,Real
Dr. Patrick Slattery,2016-10-26T21:25:07.770+03:00,davidduke.com,hate,Real
-NO AUTHOR-,2016-10-26T21:16:49.660+03:00,wnd.com,bias,Real
ahtribune.com,2016-11-06T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-19T22:48:48.478+02:00,ahtribune.com,bs,Fake
EdJenner,2016-11-18T20:50:17.264+02:00,dailywire.com,bias,Real
EdJenner,2016-11-10T21:12:48.162+02:00,dailywire.com,bias,Real
No Author,2016-10-27T04:27:30.139+03:00,prisonplanet.com,conspiracy,Fake
Daniel Pejchl,2016-10-26T22:46:37.777+03:00,westernjournalism.com,bias,Real
Adan Salazar,2016-10-28T22:17:05.766+03:00,infowars.com,conspiracy,Fake
Alex Jones,2016-10-28T21:12:18.998+03:00,infowars.com,conspiracy,Fake
admin,2016-10-27T17:45:16.623+03:00,prisonplanet.com,conspiracy,Fake
Kelen M,2016-10-28T00:15:48.810+03:00,infowars.com,conspiracy,Fake
EdJenner,2016-11-02T22:46:13.880+02:00,dailywire.com,bias,Real
Jason Easley,2016-10-29T21:05:48.090+03:00,politicususa.com,bias,Real
Michael Sebastian,2016-10-28T01:12:00.047+03:00,infowars.com,conspiracy,Fake
Kingdom Ambassador,2016-10-31T13:50:11.728+02:00,dcclothesline.com,bs,Fake
No Author,2016-11-21T23:32:00.000+02:00,dailywire.com,bias,Real
No Author,2016-10-26T18:08:00.000+03:00,westernjournalism.com,bias,Real
Henry Wolff,2016-10-28T06:29:00.000+03:00,amren.com,bs,Fake
No Author,2016-11-06T07:00:00.000+02:00,departed.co,bs,Fake
No Author,2016-10-30T13:10:51.667+02:00,awdnews.com,conspiracy,Fake
No Author,2016-11-03T21:38:00.000+02:00,dailywire.com,bias,Real
No Author,2016-11-18T20:10:28.639+02:00,clickhole.com,satire,Fake
No Author,2016-11-09T10:13:55.004+02:00,legorafi.fr,satire,Fake
tokyowashi (noreply@blogger.com),2016-10-28T03:19:50.476+03:00,abeldanger.net,bs,Fake
Sean Colarossi,2016-10-28T02:50:17.547+03:00,politicususa.com,bias,Real
No Author,2016-11-08T01:57:37.212+02:00,dennismichaellynch.com,bs,Fake
No Author,2016-11-01T02:54:00.000+02:00,clickhole.com,satire,Fake
Daniel Greenfield,2016-11-02T13:25:57.336+02:00,frontpagemag.com,hate,Real
theeconomiccollapseblog.com,http://theeconomiccollapseblog.com/wp-content/uploads/2015/07/Earth-From-Space2-460x460.jpg,theeconomiccollapseblog.com,bs,Fake
Alex Ansary,2016-11-02T19:24:00.901+02:00,amtvmedia.com,bs,Fake
EdJenner,2016-11-22T15:44:03.678+02:00,dailywire.com,bias,Real
No Author,2016-10-29T17:41:00.000+03:00,davidwolfe.com,bs,Fake
